source_page,source_file,year,month,flow,commodity_original,commodity_normalized,value,source_value,source_unit
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,1,export,"Fibres, not spun",fibres_not_spun,208862957.0,208862.957,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,1,export,Pieces of cloth and other technical cloths,technical_cloths,41563336.0,41563.336,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,1,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,108878412.0,108878.412,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,1,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,1918161993.0,1918161.993,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,1,import,Cotton,cotton,130366368.0,130366.368,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,1,import,Textile fibrics,fabrics,779789579.0,779789.579,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,1,import,"Fibres, not spun",fibres_not_spun,134769812.0,134769.812,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,1,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,370869372.0,370869.372,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,2,export,"Fibres, not spun",fibres_not_spun,138964852.0,138964.852,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,2,export,Pieces of cloth and other technical cloths,technical_cloths,32373287.0,32373.287,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,2,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,68497252.0,68497.252,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,2,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,1341293726.0,1341293.726,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,2,import,Cotton,cotton,80506951.0,80506.951,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,2,import,Textile fibrics,fabrics,564657426.0,564657.426,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,2,import,"Fibres, not spun",fibres_not_spun,87671197.0,87671.197,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,2,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,288089995.0,288089.995,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,3,export,"Fibres, not spun",fibres_not_spun,239182704.0,239182.704,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,3,export,Pieces of cloth and other technical cloths,technical_cloths,39442389.0,39442.389,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,3,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,122316912.0,122316.912,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,3,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,1627633068.0,1627633.068,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,3,import,Cotton,cotton,175477350.0,175477.35,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,3,import,Textile fibrics,fabrics,748064209.0,748064.209,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,3,import,"Fibres, not spun",fibres_not_spun,136267559.0,136267.559,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,3,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,432360411.0,432360.411,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,4,export,"Fibres, not spun",fibres_not_spun,217667677.0,217667.677,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,4,export,Pieces of cloth and other technical cloths,technical_cloths,38143307.0,38143.307,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,4,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,122067082.0,122067.082,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,4,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,1636127537.0,1636127.537,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,4,import,Cotton,cotton,161808255.0,161808.255,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,4,import,Textile fibrics,fabrics,881249800.0,881249.8,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,4,import,"Fibres, not spun",fibres_not_spun,129093735.0,129093.735,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,4,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,450533450.0,450533.45,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,5,export,"Fibres, not spun",fibres_not_spun,236309839.0,236309.839,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,5,export,Pieces of cloth and other technical cloths,technical_cloths,38739545.0,38739.545,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,5,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,119275296.0,119275.296,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,5,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,1709194979.0,1709194.979,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,5,import,Cotton,cotton,158654352.0,158654.352,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,5,import,Textile fibrics,fabrics,1109030143.0,1109030.143,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,5,import,"Fibres, not spun",fibres_not_spun,135265825.0,135265.825,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,5,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,529413929.0,529413.929,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,6,export,"Fibres, not spun",fibres_not_spun,223920700.0,223920.7,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,6,export,Pieces of cloth and other technical cloths,technical_cloths,39684520.0,39684.52,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,6,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,123162132.0,123162.132,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,6,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,2124456287.0,2124456.287,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,6,import,Cotton,cotton,154957891.0,154957.891,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,6,import,Textile fibrics,fabrics,918163368.0,918163.368,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,6,import,"Fibres, not spun",fibres_not_spun,138977268.0,138977.268,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,6,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,435899041.0,435899.041,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,7,export,"Fibres, not spun",fibres_not_spun,227865506.0,227865.506,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,7,export,Pieces of cloth and other technical cloths,technical_cloths,39343798.0,39343.798,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,7,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,126587838.0,126587.838,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,7,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,2393950888.0,2393950.888,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,7,import,Cotton,cotton,140730283.0,140730.283,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,7,import,Textile fibrics,fabrics,910159491.0,910159.491,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,7,import,"Fibres, not spun",fibres_not_spun,133355465.99999999,133355.466,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,7,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,471156919.0,471156.919,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,8,export,"Fibres, not spun",fibres_not_spun,220728177.0,220728.177,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,8,export,Pieces of cloth and other technical cloths,technical_cloths,36409066.0,36409.066,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,8,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,124925700.0,124925.7,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,8,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,2291575565.0,2291575.565,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,8,import,Cotton,cotton,145712059.0,145712.059,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,8,import,Textile fibrics,fabrics,775117300.0,775117.3,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,8,import,"Fibres, not spun",fibres_not_spun,124053347.0,124053.347,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,8,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,404177007.0,404177.007,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,9,export,"Fibres, not spun",fibres_not_spun,207001311.0,207001.311,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,9,export,Pieces of cloth and other technical cloths,technical_cloths,36005323.0,36005.323,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,9,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,133512032.0,133512.032,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,9,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,2137529407.0000002,2137529.407,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,9,import,Cotton,cotton,166193665.0,166193.665,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,9,import,Textile fibrics,fabrics,827521104.0,827521.104,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,9,import,"Fibres, not spun",fibres_not_spun,123117119.0,123117.119,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,9,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,404528376.0,404528.376,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,10,export,"Fibres, not spun",fibres_not_spun,207679224.0,207679.224,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,10,export,Pieces of cloth and other technical cloths,technical_cloths,35852169.0,35852.169,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,10,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,139465716.0,139465.716,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,10,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,1980132028.0,1980132.028,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,10,import,Cotton,cotton,114142523.0,114142.523,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,10,import,Textile fibrics,fabrics,908221423.0,908221.423,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,10,import,"Fibres, not spun",fibres_not_spun,127541967.0,127541.967,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,10,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,439615398.0,439615.398,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,11,export,"Fibres, not spun",fibres_not_spun,205078444.0,205078.444,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,11,export,Pieces of cloth and other technical cloths,technical_cloths,27805321.0,27805.321,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,11,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,121719145.0,121719.145,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,11,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,1708744638.0,1708744.638,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,11,import,Cotton,cotton,101513082.0,101513.082,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,11,import,Textile fibrics,fabrics,890343741.0,890343.741,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,11,import,"Fibres, not spun",fibres_not_spun,127212955.0,127212.955,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,11,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,404882868.0,404882.868,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,12,export,"Fibres, not spun",fibres_not_spun,216134115.0,216134.115,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,12,export,Pieces of cloth and other technical cloths,technical_cloths,30421222.0,30421.222,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,12,export,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,117849155.0,117849.155,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E1-2015.xls,2015,12,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,2206330206.0,2206330.206,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,12,import,Cotton,cotton,100368713.0,100368.713,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,12,import,Textile fibrics,fabrics,885218840.0,885218.84,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,12,import,"Fibres, not spun",fibres_not_spun,128975100.0,128975.1,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/11/preliminary-exports-and-imports-in-2015/,https://www.nso.gov.vn/wp-content/uploads/2019/11/E2-2015.xls,2015,12,import,"Auxiliary materials for textile, garment, leather, footwear",textile_garment_leather_footwear_materials_auxiliaries,375309343.0,375309.343,1000 USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Exports-by-months-of-2016.xls,2016,1,export,Fibres of all kinds,fibres_all_kinds,196223392.0,196.223392,million USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Exports-by-months-of-2016.xls,2016,1,export,Tyre cord fabric and other woven fabrics,technical_or_woven_fabrics,40132532.0,40.132532,million USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Exports-by-months-of-2016.xls,2016,1,export,"Auxiliary materials for textile, garment, footgear",textile_garment_footgear_materials_auxiliaries,105223892.99999999,105.22389299999999,million USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Exports-by-months-of-2016.xls,2016,1,export,"Textile, sewing products",textiles_and_garments_or_sewing_products,2036969047.0,2036.969047,million USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Imports-by-months-of-2016.xls,2016,1,import,Cotton,cotton,147851914.0,147.851914,million USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Imports-by-months-of-2016.xls,2016,1,import,Textile fabrics,fabrics,783863257.0,783.863257,million USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Imports-by-months-of-2016.xls,2016,1,import,"Fibres, spun",fibres_spun,122099229.99999999,122.09922999999999,million USD
https://www.nso.gov.vn/en/data-and-statistics/2019/12/exports-and-imports-value-by-months-of-2016/,https://www.nso.gov.vn/wp-content/uploads/2019/12/Imports-by-months-of-2016.xls,2016,1,import,"Auxiliary materials for textile, garment, footgear",textile_garment_footgear_materials_auxiliaries,352004843.0,352.004843,million USD
